event_key,discipline_key,placement,participant_order,display_name,person_id,notes
1982-worlds-oregon-city-usa,doubles_net,3,1,Fred Kippley,8acf4e97-e1e8-50d7-8fd4-3a1d8ff4e731,
1982-worlds-oregon-city-usa,doubles_net,3,2,Gary Preston,472663b7-a356-59f4-8743-c5ad3fae999e,
1982-worlds-oregon-city-usa,womens_singles_net,1,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982-worlds-oregon-city-usa,womens_singles_net,2,1,Carolyn Ramondie,cbf84862-04b1-5408-9e43-49b9818ed9aa,
1982-worlds-oregon-city-usa,womens_singles_net,3,1,Karen Gunther,63327293-7bb9-5a45-a50a-e2a2167ba80e,
1982-worlds-oregon-city-usa,womens_doubles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1982-worlds-oregon-city-usa,womens_doubles_net,1,2,Carolyn Ramondie,cbf84862-04b1-5408-9e43-49b9818ed9aa,
1982-worlds-oregon-city-usa,womens_doubles_net,2,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1982-worlds-oregon-city-usa,womens_doubles_net,2,2,Alex Frazier,1f2d14aa-31e7-5d1f-a338-9ae43af68af5,
1982-worlds-oregon-city-usa,womens_doubles_net,3,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982-worlds-oregon-city-usa,womens_doubles_net,3,2,Karen Uppinghouse,,
1982-worlds-oregon-city-usa,mixed_doubles_net,1,1,Alex Frazier,1f2d14aa-31e7-5d1f-a338-9ae43af68af5,
1982-worlds-oregon-city-usa,mixed_doubles_net,1,2,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1982-worlds-oregon-city-usa,mixed_doubles_net,2,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1982-worlds-oregon-city-usa,mixed_doubles_net,2,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1982-worlds-oregon-city-usa,mixed_doubles_net,3,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1982-worlds-oregon-city-usa,mixed_doubles_net,3,2,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1982-worlds-oregon-city-usa,freestyle,1,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1982-worlds-oregon-city-usa,freestyle,1,2,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1982-worlds-oregon-city-usa,freestyle,2,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1982-worlds-oregon-city-usa,freestyle,3,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1982-worlds-oregon-city-usa,freestyle,3,2,Reed Gray,b5d49246-d1b4-5540-a92d-72d26e6b1d0b,
1982-worlds-oregon-city-usa,intermediate_freestyle,1,1,Bill Langbehn,40fa16ff-a418-5da9-914e-3a09e231f2a7,
1983-worlds-boulder-usa-2001983001,singles_consecutive_kicks,1,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1983-worlds-boulder-usa-2001983001,singles_consecutive_kicks,2,1,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1983-worlds-boulder-usa-2001983001,singles_consecutive_kicks,3,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1983-worlds-boulder-usa-2001983001,womens_consecutive_kicks,1,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1983-worlds-boulder-usa-2001983001,womens_consecutive_kicks,2,1,Cheri Johnson,5ed3846e-4212-5e19-84ff-19cc486e66db,
1983-worlds-boulder-usa-2001983001,womens_consecutive_kicks,3,1,Grace Faucette,5e9196f6-80e9-58e5-b152-822cd1fc1021,
1983-worlds-boulder-usa-2001983001,intermediate_singles_net,1,1,Jimmy Evans,1df424ed-8425-5452-ac6a-f7abb11bb468,
1983-worlds-boulder-usa-2001983001,intermediate_doubles_net,1,1,Steve Brown,,
1983-worlds-boulder-usa-2001983001,intermediate_doubles_net,1,2,Kevin Gaunce,,
1983-worlds-boulder-usa-2001983001,singles_net,1,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1983-worlds-boulder-usa-2001983001,singles_net,2,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983-worlds-boulder-usa-2001983001,singles_net,3,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983001,doubles_net,1,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1983-worlds-boulder-usa-2001983001,doubles_net,1,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1983-worlds-boulder-usa-2001983001,doubles_net,2,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1983-worlds-boulder-usa-2001983001,doubles_net,2,2,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1983-worlds-boulder-usa-2001983001,doubles_net,3,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983001,doubles_net,3,2,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,
1983-worlds-boulder-usa-2001983001,womens_singles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1983-worlds-boulder-usa-2001983001,womens_singles_net,2,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1983-worlds-boulder-usa-2001983001,womens_singles_net,3,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,1,2,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,2,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,2,2,Judy Grace,73728c19-e412-5006-aa48-1d2685a77f7e,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,3,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1983-worlds-boulder-usa-2001983001,womens_doubles_net,3,2,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,1,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,2,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,2,2,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,3,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1983-worlds-boulder-usa-2001983001,mixed_doubles_net,3,2,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983001,singles_freestyle,1,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983-worlds-boulder-usa-2001983001,singles_freestyle,2,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1983-worlds-boulder-usa-2001983001,singles_freestyle,3,1,Jeff Johnson,76c8b933-3ec9-53e9-b2a7-a862b32704db,
1983-worlds-boulder-usa-2001983001,team_freestyle,1,1,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1983-worlds-boulder-usa-2001983001,team_freestyle,1,2,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1983-worlds-boulder-usa-2001983001,team_freestyle,2,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983001,team_freestyle,2,2,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,
1983-worlds-boulder-usa-2001983001,team_freestyle,3,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1983-worlds-boulder-usa-2001983001,team_freestyle,3,2,Will Squire,a6ba539d-a3b1-5685-ba8f-f537731bc96d,
1983-worlds-boulder-usa-2001983002,singles_net,1,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983-worlds-boulder-usa-2001983002,singles_net,2,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983002,singles_net,3,1,Steve Femmel,fb605451-fa41-5e6d-ad21-1b541b3fc82b,
1983-worlds-boulder-usa-2001983002,doubles_net,1,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1983-worlds-boulder-usa-2001983002,doubles_net,1,2,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1983-worlds-boulder-usa-2001983002,doubles_net,2,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983002,doubles_net,2,2,Dave Hill,5cb79fb4-ab20-558f-b4a2-e7206c9f22df,
1983-worlds-boulder-usa-2001983002,doubles_net,3,1,Bob Swerdlick,4a680cee-eee2-5f29-9637-86075d66581c,
1983-worlds-boulder-usa-2001983002,doubles_net,3,2,Mike Puderbaugh,38df5c50-08d9-5706-90e5-464508ea0962,
1983-worlds-boulder-usa-2001983002,womens_singles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1983-worlds-boulder-usa-2001983002,womens_singles_net,2,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1983-worlds-boulder-usa-2001983002,womens_singles_net,3,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,1,2,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,2,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,2,2,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,3,1,Karen Atgopian,,
1983-worlds-boulder-usa-2001983002,womens_doubles_net,3,2,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,1,1,Lori Jean Conover,77f0f32d-98bf-5742-8228-4e06ac07bd9d,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,1,2,Bruce Guettich,886e5b99-bd46-5707-a490-a2e938b09a35,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,2,1,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,2,2,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,3,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1983-worlds-boulder-usa-2001983002,mixed_doubles_net,3,2,Jim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,
1983-worlds-boulder-usa-2001983002,singles_freestyle,1,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1983-worlds-boulder-usa-2001983002,singles_freestyle,2,1,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1983-worlds-boulder-usa-2001983002,singles_freestyle,3,1,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,
1983-worlds-boulder-usa-2001983002,team_freestyle,1,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1983-worlds-boulder-usa-2001983002,team_freestyle,1,2,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1983-worlds-boulder-usa-2001983002,team_freestyle,2,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1983-worlds-boulder-usa-2001983002,team_freestyle,2,2,Kevin Courtney,eb40c6a6-7e80-5190-b77d-47a47735bc0b,
1983-worlds-boulder-usa-2001983002,team_freestyle,3,1,Jim Fitzgerald,b54020bc-1a1a-5d23-89e1-34617b3514fa,
1983-worlds-boulder-usa-2001983002,team_freestyle,3,2,Robert Conover,282ea81a-5815-5a15-9842-ee2ad6e2047e,
1983-worlds-boulder-usa-2001983002,singles_consecutive_kicks,1,1,Jack Schoolcraft,b7c2a69b-7547-5ee6-936e-b675c748d131,
1983-worlds-boulder-usa-2001983002,golf,1,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1983-worlds-boulder-usa-2001983002,golf,2,1,Tim Prater,de9e5c5c-8b5b-5ced-b326-5d2048c7ab3c,
1983-worlds-boulder-usa-2001983002,golf,3,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1984-worlds-boulder-usa,mens_overall,1,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1984-worlds-boulder-usa,womens_overall,1,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1984-worlds-boulder-usa,golf,1,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1984-worlds-boulder-usa,golf,2,1,Tim Mackey,5e46bdbe-bbbb-5cca-aacb-d5edf9bf2540,
1984-worlds-boulder-usa,golf,3,1,Torben Wigger,f38e2f8e-cba6-5fff-8b20-90791fd0d794,
1984-worlds-boulder-usa,womens_golf,1,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1984-worlds-boulder-usa,womens_golf,2,1,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,
1984-worlds-boulder-usa,womens_golf,3,1,Vanessa Sabala,03ed9422-5152-5132-a181-7249637c824a,
1984-worlds-boulder-usa,intermediate_singles_net,1,1,Tom Akin,f0156ba3-ee86-5eab-b884-99ba8719dd84,
1984-worlds-boulder-usa,intermediate_doubles_net,1,1,Torben Wigger,f38e2f8e-cba6-5fff-8b20-90791fd0d794,
1984-worlds-boulder-usa,intermediate_doubles_net,1,2,Rick Kaufman,8ca3812a-3df8-5cfe-9cff-a1df1963b8e6,
1984-worlds-boulder-usa,intermediate_freestyle,1,1,Brent Welch,95643c20-ec23-57a5-a742-5b44534ae959,
1984-worlds-boulder-usa,intermediate_freestyle,1,2,Colin Cowles,,
1984-worlds-boulder-usa,advanced_singles_net,1,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1984-worlds-boulder-usa,advanced_singles_net,2,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1984-worlds-boulder-usa,advanced_singles_net,3,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1984-worlds-boulder-usa,advanced_doubles_net,1,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1984-worlds-boulder-usa,advanced_doubles_net,1,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1984-worlds-boulder-usa,advanced_doubles_net,2,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1984-worlds-boulder-usa,advanced_doubles_net,2,2,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,
1984-worlds-boulder-usa,advanced_doubles_net,3,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1984-worlds-boulder-usa,advanced_doubles_net,3,2,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1984-worlds-boulder-usa,ultra_singles_net,1,1,Ken Shults,2a6a7c9e-1d8a-4f9a-a8f5-6f3a3c1e9b0f,
1984-worlds-boulder-usa,ultra_singles_net,2,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1984-worlds-boulder-usa,ultra_singles_net,3,1,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1984-worlds-boulder-usa,ultra_doubles_net,1,1,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1984-worlds-boulder-usa,ultra_doubles_net,1,2,Bill Hayne,92b0ee3b-efaa-545a-b07e-30ab6d8ebeb0,
1984-worlds-boulder-usa,ultra_doubles_net,2,1,Kevin Coker,9837d58a-0b5d-58cf-a565-dda9bde70bac,
1984-worlds-boulder-usa,ultra_doubles_net,2,2,Steve Granzberg,14941d8e-1763-5f1e-9daf-dc3c7fa97c96,
1984-worlds-boulder-usa,ultra_doubles_net,3,1,Scott Cleere,777d9449-6e41-5985-bb7d-cdaf8647ef9c,
1984-worlds-boulder-usa,ultra_doubles_net,3,2,Bill Bethurum,67af5b3f-6e16-530a-8841-409debf11fb0,
1984-worlds-boulder-usa,mixed_doubles_net,1,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1984-worlds-boulder-usa,mixed_doubles_net,1,2,David Robinson,895b0608-34df-509a-853d-684ffa24e824,
1984-worlds-boulder-usa,mixed_doubles_net,2,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1984-worlds-boulder-usa,mixed_doubles_net,2,2,Greg Cortopassi,bf5ce187-5cac-52fc-be9b-ba22c5c6fc01,
1984-worlds-boulder-usa,mixed_doubles_net,3,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1984-worlds-boulder-usa,mixed_doubles_net,3,2,Mag Hughes,ca63a7da-a00a-5a83-ae43-2e17b5758fc8,
1984-worlds-boulder-usa,womens_singles_net,1,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1984-worlds-boulder-usa,womens_singles_net,2,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1984-worlds-boulder-usa,womens_singles_net,3,1,Trudy Archdale,3b25f805-f97e-528c-915d-3647ecaa8914,
1984-worlds-boulder-usa,womens_doubles_net,1,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1984-worlds-boulder-usa,womens_doubles_net,1,2,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1984-worlds-boulder-usa,womens_doubles_net,2,1,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,
1984-worlds-boulder-usa,womens_doubles_net,2,2,Jenny Davison,3f48caf5-14c9-59f1-8255-1db7ef2fd049,
1984-worlds-boulder-usa,womens_doubles_net,3,1,Jodi Chandler,4a06d35f-7a27-5347-8c06-3157385d71f6,
1984-worlds-boulder-usa,womens_doubles_net,3,2,Shannon Storment,c04b0df1-3194-55ab-aa97-16adb45c25d3,
1984-worlds-boulder-usa,womens_ultra_singles_net,1,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,
1984-worlds-boulder-usa,womens_ultra_singles_net,2,1,Cheryl Hughes,cfcef53f-670c-5721-b206-1ebe7d63987c,
1984-worlds-boulder-usa,womens_ultra_singles_net,3,1,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,
1984-worlds-boulder-usa,singles_consecutive_kicks,1,1,Pat Castle,fb644300-e5a4-51ca-962f-e59dad795b03,
1984-worlds-boulder-usa,singles_consecutive_kicks,2,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1984-worlds-boulder-usa,singles_consecutive_kicks,3,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1984-worlds-boulder-usa,doubles_consecutive_kicks,1,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1984-worlds-boulder-usa,doubles_consecutive_kicks,1,2,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1984-worlds-boulder-usa,doubles_consecutive_kicks,2,1,Andy Linder,64a7a989-aa2c-5a58-b141-e8378be4a962,
1984-worlds-boulder-usa,doubles_consecutive_kicks,2,2,Jimmy Evans,1df424ed-8425-5452-ac6a-f7abb11bb468,
1984-worlds-boulder-usa,doubles_consecutive_kicks,3,1,Lee Guenther,4901847d-1c88-5fda-aca5-a24c19da90d9,
1984-worlds-boulder-usa,doubles_consecutive_kicks,3,2,Mike Mueller,70e1582b-c009-508a-b3e1-11b184198b72,
1984-worlds-boulder-usa,doubles_one_pass_consecutive_kicks,1,1,Gary Lautt,66a5ee0b-abd2-5b24-9d53-5c4f6e3fee14,
1984-worlds-boulder-usa,doubles_one_pass_consecutive_kicks,1,2,Jim Caveney,df329352-6f3b-5e98-b23b-1af6737d100b,
1984-worlds-boulder-usa,doubles_one_pass_consecutive_kicks,2,1,Jodi Chandler,4a06d35f-7a27-5347-8c06-3157385d71f6,
